CASE_NUMBER,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_ADDRESS_1
H-300-20309-897959,Taylor Made Sales Agency Inc.,Nicholasville,KY,2765 Union Mill Road
H-300-20309-898297,CHERRY HILLS FARMS INC,Caldwell,ID,13957 Malt Rd
H-300-20309-898565,"Balletto Ranch, Inc.",Santa Rosa,CA,5700 Occidental Road
H-300-20309-899227,Justin Folvag,Williston,ND,13398 60th St NW
H-300-20309-899501,"WASHINGTON FRUIT ADMINISTRATIVE SERVICES II, LLC",YAKIMA,WA,1111 RIVER ROAD
H-300-20310-901604,"Premium Employment Services, Inc. ",Salinas,CA,449 Harrison Road
H-300-20311-902193,"Bedner's Farm & Greenhouse, Inc.  ",McDonald,PA,315 Coleman Road 
H-300-20311-902819,Paul Taylor,Faith,SD,211 E. 4th Street
H-300-20311-903233,"Black Bear Orchards, LLC",Palisade,CO,3824 Highline Canal Rd.
H-300-20311-903619,"Fresh Harvest, Inc.",Heber,CA,101 E. Main Street
H-300-20314-904506,"Hunewill Land & Livestock Co., Inc.",Wellington,NV,195 Hunewill Lane
H-300-20314-904625,"Sugar Shack Farms, LLC",Ivanhoe,NC,582 Barnhill Blueberry Lane
H-300-20314-904766,Cobb Cattle Company,Savery ,WY,PO BOX 68 
H-300-20314-904790,Fortunate Fruit LLC dba New Leaf Fruit,Genola ,UT,215 South 800 East 
H-300-20317-909531,Bypass Sheep Company LLC,West Sacramento,CA,14130 County Road 117
H-300-20317-909627,Walther Farms LLC - TX,Three Rivers,MI,52944  U.S. Hwy 131
H-300-20318-911363,Mainjoy Unlimited LLC 2,Mount Joy,PA,1010 West Main Street
H-300-20318-911387,"Bloomaker USA , Inc.",Waynesboro,VA,566 Kindig Road
H-300-20318-911520,McCormick Erfle,Heaton,ND,393 45th Ave NE
H-300-20318-911895,Sugar Fields Crawfish Farm LLC,Oscar,LA,5388 Becnel Lane
H-300-20318-912550,Tanner Lemon,Curtis,NE,605 Custer Avenue
H-300-20318-912753,"Hirsch Vineyards, LLC",Cazadero,CA,45075 Bohan Dillon Road
H-300-20320-913220,"Jackson Hop, LLC",Caldwell,ID,1201 S Kimball Avenue
H-300-20322-914943,Culbreath Ranches ,Silverthorne,CO,0304 Otter Creek Road
H-300-20323-917277,Lindskov-Thiel Charolais Ranch,Isabel ,SD,13390 SD Hwy 65
H-300-20323-917283,Frueh Farms,Goodrich,ND,2050 8th St NE
H-300-20323-917301,Lakeview Services LLC,Tanner,AL,17049 Bridgeforth Road
H-300-20323-917361,"Winbak Farm, LLC",Chesapeake City,MD,155 Yearling Row
H-300-20323-917412,Rod Rohde Custom Farming LLC,Emerson,NE,1666 E Ave
H-300-20323-917418,"Southwood Landscape & Nursery Co, Inc",Tulsa,OK,9025 S Lewis Ave
H-300-20323-917454,Madison County Wines LLC,Madison,VA,6109 Wolftown-Hood Road
H-300-20323-917562,Atlas Farm LLC,Nicholasville,KY,3555 Keene Road
H-300-20323-917652,"Brown & Brown of MT, Inc.",Chinook,MT,420 Diamond Bar Ranch Lane 
H-300-20323-917658,Handy Farms,FLAXVILLE ,MT,222 R Y Trail
H-300-20323-917734,Tande Ranch Inc,Scobey,MT,PO Box 1161
H-300-20323-917758,Tailfeather Ranch LLP,Grand Forks ,ND,1168 12th St. NE 
H-300-20323-917867,Stan's Pure Honey LLC,Broxton,GA,2328 Hwy 268
H-300-20323-918093,"T&L Nursery, Inc",Redmond,WA,13245 Woodinville- Redmond Rd NE 
H-300-20323-918300,Diamond C North Dakota,Cavalier,ND,13995 99th St NE
H-300-20324-918983,Broken Arrow Ranch Inc,Ridgeway ,CO,990 County Road 12A
H-300-20324-919626,"Prosper Farms Investments, LLC",Watkins,CO,30610 E Colfax Ave
H-300-20324-920061,"High Valley Orchards, LLC",Wapato,WA,3083 Konnowac Pass
H-300-20324-920218,Chain Farms LLC,Canton,OK,65741 N 2370 Rd
H-300-20325-921727,"James Martin Farms, LLC",Enterprise,AL,510 Co Rd 712
H-300-20329-926200,Tranel Ranch,Billings,MT,3130 Zimmerman Place
H-300-20329-926432,Jesse D Smalis,Terry,MT,272 XIT Road
H-300-20329-927166,ILS Farm Partnership,Great Bend,KS,551 SW 30 RD.
H-300-20330-928061,"Hunterton Farm, Inc.",Paris,KY,500 N. Middletown Rd
H-300-20330-928270,OCC-OCONNOR CROPS & CATTLE,Ekalaka,MT,203 Kim Curry Road 
H-300-20330-928462,McDougall Family Farming,Wenatchee,WA,305 Olds Station Rd. 
H-300-20336-933195,Legacy Ranching,Penn Valley,CA,19100 Piper Ln.
H-300-20337-933750,Alex T Dufurrena,Winnemucca,NV,344115 Big Creek Rd
H-300-20337-934087,"Green Valley Farms, Inc.",Montevallo,AL,12975 Highway 17
H-300-20337-934394,Morris & Morris Farms,Shorter,AL,4740 Cross Keys Rd.
H-300-20337-934464,Schlessiger Farms LLC,Claflin,KS,1272 NE 120 Road
H-300-20337-934835,D&A Farms,Dighton,KS,116 S Longhorn Rd
H-300-20337-935194,"C E Jackson Farms, Inc.",Jerome,ID,392 North 300 East
H-300-20339-938507,Forrest Arthur Ranch,Paul,ID,1290 West 5 Lane North
H-300-20289-879623,"Klingman Trucking CO, Inc.",Chappel,NE,1287 Country Road 167
H-300-20293-881793,"Temp.Labor, LLC",Plant City,FL,2504 Walden Woods Dr.
H-300-20296-885976,Brothers Transportation LLC,Columbus,NM,P.O. Box 1582
H-300-20300-888513,Baucom's Nursery Company,Charlotte,NC,10020 John Russell Rd.
H-300-20301-889169,"Todd Champagne Farms, LLC",St. Martinville,LA,621 Resweber Street
H-300-20301-889216,BS Kings LLC,Jonesville,LA,14096 Hwy 84
H-300-20301-889702,Patrick Zaunbrecher and Sons Farm,Basile,LA,4722 Duralde Highway
H-300-20302-890273,Bradford Farms Nursery LLC,McMinnville,TN,6080 Shellsford Rd
H-300-20302-890324,Gabe Crochet,Jennings,LA,3612 Crochet Road
H-300-20302-890520,"Asociacion Campesina De Desarrollo De Las Comunidades de Guatemala, LLC",Douglas,GA,204 Circle Dr
H-300-20302-890791,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20303-891421,Manzana LLC,Conklin,MI,395 Gooding Street
H-300-20303-891999,"Weaver Ranch, Inc",Baggs,WY,3000 West County Rd 70
H-300-20304-892606,Wonderful Bees,Shafter,CA,6801 E Lerdo Hwy
H-300-20307-894332,"Miller's Honey Farms, Inc.  ",Gackle,ND,5427 Highway 56
H-300-20307-895228,Steve E Park Apiaries,Palo Cedro,CA,11226 Deschutes Road
H-300-20307-895303,John L Zaunbrecher,Eunice,LA,610 Bradley Lane
H-300-20307-895330,John L Zaunbrecher,Eunice,LA,610 Bradley Lane
H-300-20308-895688,"C&R Farms, LLC",Palisade,CO,3620 F Road
H-300-20308-896867,"UBEES California, LLC",New York,NY,275 7th Avenue
H-300-20308-897548,"Eve N Garbarino, Jr.",Roanoke,LA,693 Elbert Robinson Road
H-300-20309-898243,Triple I Ranches,Fredericksburg,TX,804 East Main St.
H-300-20311-901908,"Christian Richard Farms, LLC.",Kaplan,LA,5632 LA Highway 700
H-300-20311-902050,"Extreme Green Farms, Inc.",Auburn,AL,2862 Sandhill Road
H-300-20311-902601,Hart's Greenhouse & Florist LLC,Canterbury,CT,102 westminster Rd
H-300-20313-904086,B & B Farms,Mountain,ND,12961 87th Street N. E.
H-300-20315-906858,BSF Honey Farm LLC,Winnie,TX,P.O. Box 562
H-300-20317-909616,McMillan Services LLC,Morgan,UT,3955 West Old Highway Road
H-300-20317-909670,G.G. K & J. Farms Inc,Opelousas,LA,570 Fontenot Road
H-300-20318-911092,"Bevill Vineyard Management, LLC",Healdsburg,CA,4724 Dry Creek Road
H-300-20318-912123,"The North Carolina Grower's Association, Inc.",Vass ,NC,230 Cameron Avenue 
H-300-20318-912136,"The North Carolina Grower's Association, Inc.",Vass,NC,230 Cameron Avenue 
H-300-20319-913041,The Purple Sage Ranch ,Baggs ,WY,PO Box 369
H-300-20321-914462,"SARC, Inc",Nipomo,CA,440 W Tefft Street
H-300-20323-917186,Ballentine Farms PTR,Batesville,MS,10955 Hwy 6 West
H-300-20323-917194,Bieri & Son,Angleton,TX,P.O. Box 441
H-300-20323-917198,Bos Dairy LLC South,Lovington,NM,303 State Hwy 83
H-300-20323-917217,Monty & Carolene Funk,American Falls,ID,P.O. Box 360
H-300-20323-917650,Darrin Hout Farms,Flora,IL,53 Natchez Trace
H-300-20323-917676,Ken Iversen Farms,Sidney ,MT,35188 County Road 128 
H-300-20324-919014,"Park Range Ranch, LLC",Walden,CO,18222 County Road 12 W
H-300-20324-919435,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20325-921363,Castlepark Farm LLC,Georgetown,KY,715 Lloyd Road
H-300-20325-921564,Hulet Livestock Company,Summit,UT,237 E. Main
H-300-20325-921877,"SMD Logistics, Inc.",Heber,CA,101 E. Main Street
H-300-20330-927710,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20330-927726,"Overdevest Nurseries, L.P.",Bridgeton,NJ,578 Bowentown Rd.
H-300-20330-928972,Park Livestock Company,Gardnerville,NV,4050 Topaz Park Road
H-300-20335-930561,"King Ranch, Inc.",South Bay,FL,8050 S. US Hwy 27
H-300-20335-930594,"Daniels Produce, LLC",Columbus,NE,37831 205th. Street
H-300-20335-931109,Lowell Woodward Ranch,Fort Stockton,TX,40 miles SW of Fort Stockton
H-300-20336-932728,"Barton Hill Farms, LLC",Bastrop,TX,1115 FM 969
H-300-20336-933213,Ag Labor LLC,Plant City,FL,2705 Aston Ave
H-300-20337-934503,"Steve Pust Farms, Inc",Savage,MT,11153 Hwy 16
H-300-20337-934701,"Pope and Son, Inc. ",Clinton ,NC,1842 Mt Moriah Church Rd 
H-300-20339-938534,Warren W. Roberts,Rifle,CO,5174 County Road 237
H-300-20342-939526,"Geissler Tree Farms, Inc.",Leesport,PA,1051 Cross Keys Road 
H-300-20288-878402,G.T Services Inc,McCordsville,IN,6314 W Broadway 
H-300-20296-885285,Manzana LLC,Conklin,MI,395 Gooding Street
H-300-20301-889260,Alfred L Threeton Jr,Springfield,LA,32000 Bill Threeton Lane
H-300-20302-890312,G & K Farms,Rayne,LA,1478 Phillips Road
H-300-20302-890620,H.A.A. Farms LLC,Eunice,LA,182 Little Toledo Bend Ln
H-300-20303-891812,"The Forest Farmers, LLC",Marshfield,VT,3969 RT 2
H-300-20304-893414,"Cantu Apiaries, Inc.",Zolfo Springs,FL,784 Steve Roberts Special
H-300-20306-894160,"Turfway, Inc",Austin,TX,7700 Hwy 71 W.
H-300-20306-894164,Lewis Energy Group L.P.,Encinal,TX,1015 W. Hwy 44
H-300-20307-894442,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20307-894445,Steve Longmire,Rutledge,TN,220 Chahokia Drive
H-300-20307-894447,Leon H Kramer,Lindale,TX,19189 CR 437
H-300-20307-894509,A & T Farms,Reddell,LA,P O Box 196
H-300-20307-894512,Lamb's Honey Farm,Edina,MN,69 Woodland Circle
H-300-20307-894529,"Reece Farms, Inc",Farwell,MN,12848 CR 26 SW
H-300-20307-894538,Reed Honey Company,Montgomery,TX,4963 Price Rd
H-300-20307-894597,Shane Lafleur,Ville Platte,LA,1080 Redfox Lane
H-300-20307-894971,Fontenot & Buller Farms Gen Ptr,Ville Platte,LA,4428 Pine Point Rd
H-300-20307-895003,"C & J Smith Farms, LLC",Oberlin,LA,151 Hwy 104
H-300-20307-895121,David Landreneau Farms,Mamou,LA,1441 Wilba Vizinat Loop
H-300-20307-895327,BOWERS HATCHERY LLC,PALACIOS,TX,24524 SH 35 S
H-300-20307-895546,"Olivarez Honey Bees, Inc.",Orland,CA,6398 County Road 20
H-300-20307-895674,"Coastal Farm Labor Services, Inc.",Oxnard,CA,301-D Lambert Street
H-300-20308-896892,Paul Heinen Farms,Lake Charles,LA,2002 Rosedown Drive
H-300-20308-897466,"J&J Ag, Inc.",Brinkley,AR,1106 Minnow Farm Road
H-300-20308-897566,"G & M Broussard Farm, LLC",Gueydan,LA,41002 Hwy. 717
H-300-20309-898106,Agrico Labor LLC,Conklin,MI,395 Gooding Street
H-300-20309-898986,Seales Nursery,Wilmer,AL,13355 A Howells Ferry Rd
H-300-20309-899294,Fairchild Shearing LLC,Buhl,ID,1402 East 4300 North
H-300-20310-900937,"Whitewater Irrigation, Inc.",Cochise,AZ,1078 North Hwy 191
H-300-20311-901845,"Foothill Packing, Inc.",Salinas,CA,1582 Moffett Street
H-300-20311-901916,Francis Adrian Augustine,Iowa,LA,20016 Carl Hoppe Road
H-300-20311-902800,"Begger's Diamond V Ranch, Inc.",Wibaux,MT,242 Last Chance Trail
H-300-20311-903046,"Carolina Farms and Harvesting, Inc.",Johnston,SC,37 Yonce Pond Road
H-300-20314-904149,"Hensgens Crawfish Farms, LLC.",Crowley,LA,8292 S LA 13
H-300-20314-904160,Robbie T. Gaspard,Iowa,LA,5913 South 40 Court
H-300-20314-904172,Frey Farms Partnership,Eunice,LA,2846 Frey Cove Road
H-300-20314-904174,"Lindum Farms, LLC",Welsh,LA,18080 Lamotte Road
H-300-20314-904264,"Windmill Nursery of Louisiana, LLC",Franklinton,LA,12398 Highway 25
H-300-20314-904581,Park Livestock Company,Gardnerville,NV,4050 Topaz Park Road
H-300-20315-906339,JORDAN WAYNE CROCHET,JENNINGS,LA,3360 CROCHET ROAD
H-300-20315-907098,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20316-907878,PS&J Crawfish,Crowley,LA,23195 Crowley Eunice Hwy
H-300-20316-907906,Heath Petry,Jennings,LA,418 2nd Street
H-300-20316-907967,Fred Habetz,Vinton,LA,1069 Big Woods Vinton Road
H-300-20317-909640,Ralph K Miller,White Sulphur Springs,MT,2106 Hwy 360
H-300-20321-914070,Al Frey & Sons,Eunice,LA,302 Al Frey Lane
H-300-20323-917156,Julie Rini,Paris,KY,961 Russell Cave Road
H-300-20323-917430,L&M Farms,Williamson,NY,5260 Ridge Rd
H-300-20323-918593,Smith's Honey Farm LLC,Petal,MS,18 Honey Farm Lane
H-300-20324-919942,RIOS S ORCHARD,Brewster ,WA,23 Mitchel Rd
H-300-20324-920099,"Coastal Farm Labor Services, Inc.",Oxnard,CA,301-D Lambert Street
H-300-20324-920296,"Fann Farms, Inc. ",Salemburg ,NC,220 Oscar Tate Rd
H-300-20324-920383,"DL&B Enterprises, Inc. ",Clinton ,NC,3164 Governor Moore Rd 
H-300-20325-922483,"Sandoval Wholesale, Inc.",Immokalee,FL,424 E. New Market Road
H-300-20330-927431,Buffalo Creek Land & Cattle LLC,Rand,CO,PO Box 2
H-300-20332-929667,"Jaemor Farm Market, Inc.",Alto,GA,5340 Cornelia Highway
H-300-20335-930074,Showers Fruit Farm,Aspers,PA,113 West Point Rd.
H-300-20335-931186,"Vizena Farms, LLC",Quincy,WA,17296 Rd. 2 NW
H-300-20336-932768,Pure Beauty Farms Inc,Miami,FL,16350 SW 200 St
H-300-20336-933577,"Midkiff Double S Ranch, Ltd.",Odessa,TX,3952 E. 42nd Street
H-300-20337-933812,Robert J Harlan,Kaycee,WY,806 Bamum Rd
H-300-20337-934560,"Walterscheid Trucking & Farms, Inc.",Carlsbad,NM,3226 S. Tidwell Rd
H-300-20339-938719,"Mountain Valley Livestock, Inc",Douglas,WY,278 Hwy 59
H-300-20339-939124,LRH Inc.,Craig,CO,13199 County Road 17
H-300-20343-941434,S. David Earl,Beaver Dam,UT,15910 N. Beaver Dam Road
H-300-20303-891222,"Pal's Apiaries, Inc.",Fellsmere,FL,11850 County Road 507
H-300-20304-892575,Bartlett's Ocean View Farm Inc,Nantucket,MA,33 Bartlett Rd
H-300-20307-894300,"Bracy's Nursery, LLC",Amite,LA,64624 Dummy Line Rd.
H-300-20307-894360,Bernard F Mokry,Corpus Christi,TX,P O Box 270745
H-300-20307-894539,Jasen Albrecht,Huron,SD,40405 Robeson Lane
H-300-20307-894867,Sun Plus Inc,Port Allen,LA,1600 Sun Plus Pkwy
H-300-20307-894915,Morein Farms Partnership,Ville Platte,LA,1372 Miller's Lake Road
H-300-20307-895074,Murray's Nursery,Moss Point,MS,7809 Murrays Nursery Rd
H-300-20307-895142,David Landreneau Farms,Mamou,LA,1441 Wilba Vizinat Loop
H-300-20308-896534,"Foothill Packing, Inc.",Salinas,CA,1582 Moffett Street
H-300-20309-898117,S & S Farms,Harrold,SD,19650 320th Avenue
H-300-20309-898970,Agrico Labor LLC,Conklin,MI,395 Gooding Street
H-300-20310-900167,"Clark Family Orchards, Inc",Palisade,CO,3901 G 1/4 Rd.
H-300-20311-902195,"Christmas Flying Service, LLC",Shelby,MS,389 Hwy 32 W
H-300-20311-902222,Jason Deshotel,Ville Platte,LA,1539 Heritage Rd
H-300-20311-902322,Pine Point Farms,Ville Platte,LA,3370 Lanse Bleu Rd
H-300-20311-902577,Hart's Greenhouse & Florist llc,Canterbury,CT,102 Westminster Rd
H-300-20311-903422,B's Apiary LLC,Othello,WA,10165 Division Rd SW
H-300-20314-904167,"Loucardeaux Enterprises, LLC.",Morse,LA,6079 West Whitney
H-300-20314-904523,"Moon Valley Nursery, Inc.",Phoenix ,AZ,19820 7th Street Suite 260 
H-300-20314-904601,Frank Issac Zaunbrecher,Eunice,LA,2519 Johnson Hwy
H-300-20314-904914,Thibodeaux Ag. Group,Midland,LA,151 Blackbird
H-300-20316-908674,Red Pine Ranches,Oakley,UT,5657 N Oak Ridge Lane
H-300-20317-910371,Coldwater Planting Company,Clarksdale,MS,501 First Street 
H-300-20317-910662,"NUNEZ PINE STRAW, INC.",Baxley,GA,324 Howard Brannen Road
H-300-20318-912433,New Horizon Dairy,Hoffman,MN,13609 120th St.
H-300-20319-912785,"Century Ag, Inc.",Ririe,ID,"400 West Ririe Highway, Note: no mail delivery"
H-300-20321-913529,"Eat Rice, Inc.",Des Arc,AR,4581 Buckhorn Drive
H-300-20321-913936,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20321-913968,D&C Warren Farms,Lambrook,AR,P.O. Box 79
H-300-20321-914787,"Brandon Lewis Orchard, INC",East Wenatchee,WA,630 Valley Mall Parkway
H-300-20322-915034,"P. MARIN HARVESTING, INC.",AVON PARK,FL,11 E. ORANGE ST.
H-300-20323-917137,"Shoffner Farm Research, Inc.",Newport,AR,6355 Hwy 17 South
H-300-20323-917207,Cavenaugh Planting Partnership,Walnut Ridge,AR,403 Pocahontas Rd
H-300-20323-918216,Miles Cumberland Farms,Kingsville,TX,354 E FM 1118
H-300-20323-918494,Middleton Planting Company,Glen Allan,MS,803 Westside Lake Washington
H-300-20323-918743,"Lochirco Fruit & Produce, Inc.",Marthasville,MO,15972 State Highway 47
H-300-20323-918762,Britton Bina,Lankin,ND,12262 County Road 19
H-300-20323-918776,Prewitt Farms,Boyle,MS,2826 Hwy 446
H-300-20323-918894,Rodney H. Walker Farms Partnership,Shaw,MS,74 Cockerham Road
H-300-20324-919708,Shariden Farms Partnership,Tallulah,LA,110 Marianna Street 
H-300-20324-919714,"Warner Farms I, LLC",Waco,TX,5407 Lake Killarney Dr
H-300-20324-919895,Home Cypress Farms,Clarksdale,MS,3825 Old Hwy 49
H-300-20324-920103,Springs Farm ,Fort Mill,SC,PO Box 1016
H-300-20324-920223,Montcalm County Growers Association LLC,Sidney,MI,1895 Nevins Rd
H-300-20325-922035,"Peri & Sons Farms, Inc.",YERINGTON,NV,102 MCLEOD ST
H-300-20328-924277,"Jackson Citrus, Inc.",Labelle,FL,240 South Bridge Street
H-300-20329-926221,TOWNLEY TOMATO FARM,HERMITAGE,AR,412 BRADLEY RD 56
H-300-20329-927267,Pratt Creek Ranch,Salmon,ID,178 Pratt Creek Road
H-300-20337-933791,Green River Livestock,Rock Springs,WY,106 Cedar Street
H-300-20337-934043,Glenn Brothers Farms LLC,Owensboro,KY,9531 Fenwick Road
H-300-20337-934221,Candelario Sepulveda Juarez,Smithville,TN,590 Minnie Kirby Road
H-300-20337-934421,Chris B. Stelzer,Celina,TX,3393 N. Louisiana Dr
H-300-20342-939991,BRB Livestock Inc,Sandy,UT,140 West 9000 South #12
H-300-20297-887169,Skia-Jack Farms LLC,Sperry,OK,12364 Wilson Dr
H-300-20304-892641,Wonderful Bees,Shafter,CA,6801 E Lerdo Hwy
H-300-20304-893521,King Bee Apiarys,Lake Isabella,CA,2570 Commercial Ave
H-300-20307-894302,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20307-894461,Josh Sullivan ,Redding,CA,15055 Summer Shade Lane
H-300-20307-894500,Mark Brady,Waxahachie,TX,3307 Sanger Creek Way
H-300-20307-894639,"Northwestern Orchards, LLC",Tonasket,WA,1291 Highway 7 North
H-300-20308-896265,"El Arroz Farms, LLC",Roanoke,LA,7347 Highway 90
H-300-20312-903986,O'Bryan Ranch,Big Lake,TX,2343 Santa Rita Rd
H-300-20315-906294,Land Agribusiness Inc,Branford ,FL,P.O. Box 246
H-300-20316-908464,Charlie's Hill Top,Rattan,OK,429157 State Hwy 3
H-300-20317-909499,Mark Zaunbrecher,Basile,LA,1243 Christ Road
H-300-20318-912698,"Century Ag, Inc.",Ririe,ID,"400 West Ririe Highway, Note: no mail delivery"
H-300-20322-916546,Brian Stoner Farms,West Helena,AR,125 Sequoia Dr.
H-300-20322-916644,SSR Farms,Lexa,AR,5293 Hwy 85 S
H-300-20323-917132,"Georgetown, Corp.",Lake Village,AR,P. O. Box 826
H-300-20323-917152,H and H Farms Canton LLC,Cadiz,KY,7228 Canton Road
H-300-20323-917228,"Select Trees Enterprises, Inc.",Crawford,GA,225 William Pope Road
H-300-20323-917268,Florenden Farms,Burdette,AR,P.O. Box 119
H-300-20323-917285,Matthews Ridgeview Farms,Wynne,AR,2350 Bartlett Road
H-300-20323-917293,Stacy Artz,Westhope,ND,55 4th St. E
H-300-20323-917295,Matthew and Lisa Fortenberry Farms,Lake Providence,LA,140 Mcwilliams Drive
H-300-20323-917325,Davis Pork LLC,Benton,KY,1977 Wilkins Rd
H-300-20323-917416,Lorin Johnson,Parshall,ND,4231 71st Ave NW
H-300-20323-917423,"White Marsh Crawfish, LLC",Kinder,LA,11596 Hwy 190
H-300-20323-917541,Samuel Ongstad,Harvey,ND,4135 25th St. NE
H-300-20323-917665,JW Scott Farm,Gilby,ND,2855 29th St. NE
H-300-20323-917685,Kyle Nygaard,Flaxton ,ND,8173 107th St. NW 
H-300-20323-917710,McCaleb's Flying Service LLC,Plaucheville,LA,4390 Hwy 107 South
H-300-20323-917742,Rafferty Farm,New England ,ND,11076 67th St SW
H-300-20323-917757, 4-B Planting Co Inc,Rayville,LA,216 Benedette St
H-300-20323-917802,AMO LLC,Benoit,MS,146 Hwy 446
H-300-20323-918128,Noel Quintino Encina,Baxley,GA,614 Patterson Rd
H-300-20323-918338,"Wolf One Farms, Inc.",Fairfield,ID,378 South 900 West Note: No Mail Delivery
H-300-20323-918503,"Absolute Honey, LLC",Mylo,ND,5126 88th Street Northeast
H-300-20323-918524,"Lane's End Stallions, Inc.",Versailles,KY,1500 Midway Road
H-300-20324-919418,"Bonnie Plants, Inc.",Union Springs,AL,1727 Highway 223
H-300-20324-919575,"MacFarlane Pheasants, Inc. (Missouri)",Rocky Comfort,MO,"2821 S US Hwy 51, Jonesville, WI 53546 (Mailing)"
H-300-20325-921952,Quicksilver Holdings LLC,Brewster,TX,87 B Allen Lane
H-300-20325-922352,"FLETCO SERVICES, LP",Fredricksburg,TX,1302 E Main St.
H-300-20328-923719,Gabrielson Farms LLC,JAMESPORT,NY,PO BOX 214
H-300-20329-926417,"Paugh, Inc. ",Billings,MT,880 East Pryor Road
H-300-20330-927956,"Del Norte Harvesting, LLC",Newberry,SC,1215 Nance Street
H-300-20330-928723,"Maple Leaf Farms, Inc.",Manalapan,NJ,525 Route 9 South
H-300-20335-930224,Ryan Kadrmas,Dickinson,ND,823 19th St East
H-300-20335-930268,TyBrit Inc,Inez,TX,1869 Midway Rd S
H-300-20335-931111,"Coosaw Ag, LLC",Fairfax,SC,10114 Columbia Hwy
H-300-20337-934670,"Willoway Nurseries, Inc.",Avon,OH,4534 Center Road
H-300-20338-937507,ATP AGRI-SERVICES INC,ZOLFO SPRINGS,FL,1894 FL 64
H-300-20339-938995,Warren Bailey,Fountain Green,UT,184 West 400 South
H-300-20340-939396,"New England Apiaries, LLC",Southwick,MA,18 Klaus Anderson Road
H-300-20342-940208,Van Ruiten Dairy Partners,Dublin,TX,3813 CR 396
H-300-20343-941495,Titmus Family Farms,Grantsville,WY,440 North Lamb Lane
H-300-20343-941624,Kelly M. Ramage,Billings,MT,2317 38th St. West
H-300-20343-941645,3 B Farms,Powell,WY,974 Lane 4
H-300-20343-942140,Bananera Fabre Incorporado,Sabana Grande,PR,"Carretera  117, Km 12.2"
H-300-20345-948849,WESTERN RANGE ASSOCIATION,TWIN FALLS ,ID,161 FIFTH AVE SOUTH
H-300-20345-949060,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-949121,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-949732,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-950065,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-950695,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-951374,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-951437,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20345-951546,WESTERN RANGE ASSOCIATION,TWIN FALLS,ID,161 FIFTH AVE SOUTH
H-300-20303-891580,"Lazy VC Kelly Ranch, Inc",Faith,SD,18635 Usta Rd
H-300-20304-892538,"Will Nobile Farms, Inc.",Moorhead,MS,58 Jerry Nobile Road
H-300-20307-894435,Saye's Ranch,Pilot Point,TX,1555 E. Blackjack Rd
H-300-20307-894516,"PFL Tree Farm, LLC",Denton,TX,5501 Fishtrap Rd.
